CTUID,DGUID,CTNAME,LANDAREA,PRUID,how_many,X_id,AREA_ID,AREA_ATTR_ID,PARENT_AREA_ID,AREA_SHORT_CODE,AREA_LONG_CODE,AREA_NAME,AREA_DESC,CLASSIFICATION,CLASSIFICATION_CODE,OBJECTID
"5350188.00",2021S05075350188.00,"0188.00",0.552,"35",19,98,2502269,26022784,,"058","058",Old East York,Old East York (58),Not an NIA or Emerging Neighbourhood,NA,17826289
"5350189.00",2021S05075350189.00,"0189.00",1.2261,"35",18,95,2502272,26022787,,"061","061",Taylor-Massey,Taylor-Massey (61),Neighbourhood Improvement Area,NIA,17826241
"5350189.00",2021S05075350189.00,"0189.00",1.2261,"35",18,96,2502271,26022786,,"060","060",Woodbine-Lumsden,Woodbine-Lumsden (60),Not an NIA or Emerging Neighbourhood,NA,17826257
"5350189.00",2021S05075350189.00,"0189.00",1.2261,"35",18,131,2502236,26022751,,"054","054",O'Connor-Parkview,O'Connor-Parkview (54),Not an NIA or Emerging Neighbourhood,NA,17826817
"5350191.00",2021S05075350191.00,"0191.00",0.823,"35",40,69,2502298,26022813,,"120","120",Clairlea-Birchmount,Clairlea-Birchmount (120),Not an NIA or Emerging Neighbourhood,NA,17825825
"5350191.00",2021S05075350191.00,"0191.00",0.823,"35",40,110,2502257,26022772,,"043","043",Victoria Village,Victoria Village (43),Neighbourhood Improvement Area,NIA,17826481
"5350191.00",2021S05075350191.00,"0191.00",0.823,"35",40,131,2502236,26022751,,"054","054",O'Connor-Parkview,O'Connor-Parkview (54),Not an NIA or Emerging Neighbourhood,NA,17826817
"5350192.00",2021S05075350192.00,"0192.00",0.9181,"35",18,109,2502258,26022773,,"044","044",Flemingdon Park,Flemingdon Park (44),Neighbourhood Improvement Area,NIA,17826465
"5350192.00",2021S05075350192.00,"0192.00",0.9181,"35",18,110,2502257,26022772,,"043","043",Victoria Village,Victoria Village (43),Neighbourhood Improvement Area,NIA,17826481
"5350192.00",2021S05075350192.00,"0192.00",0.9181,"35",18,131,2502236,26022751,,"054","054",O'Connor-Parkview,O'Connor-Parkview (54),Not an NIA or Emerging Neighbourhood,NA,17826817
"5350193.00",2021S05075350193.00,"0193.00",1.3846,"35",24,96,2502271,26022786,,"060","060",Woodbine-Lumsden,Woodbine-Lumsden (60),Not an NIA or Emerging Neighbourhood,NA,17826257
"5350193.00",2021S05075350193.00,"0193.00",1.3846,"35",24,98,2502269,26022784,,"058","058",Old East York,Old East York (58),Not an NIA or Emerging Neighbourhood,NA,17826289
"5350193.00",2021S05075350193.00,"0193.00",1.3846,"35",24,109,2502258,26022773,,"044","044",Flemingdon Park,Flemingdon Park (44),Neighbourhood Improvement Area,NIA,17826465
"5350193.00",2021S05075350193.00,"0193.00",1.3846,"35",24,130,2502237,26022752,,"055","055",Thorncliffe Park,Thorncliffe Park (55),Neighbourhood Improvement Area,NIA,17826801
"5350193.00",2021S05075350193.00,"0193.00",1.3846,"35",24,131,2502236,26022751,,"054","054",O'Connor-Parkview,O'Connor-Parkview (54),Not an NIA or Emerging Neighbourhood,NA,17826817
"5350201.00",2021S05075350201.00,"0201.00",0.7606,"35",27,45,2502322,26022837,,"161","161",Humber Bay Shores,Humber Bay Shores (161),Not an NIA or Emerging Neighbourhood,NA,17825441
"5350201.00",2021S05075350201.00,"0201.00",0.7606,"35",27,46,2502321,26022836,,"160","160",Mimico-Queensway,Mimico-Queensway (160),Not an NIA or Emerging Neighbourhood,NA,17825457
"5350202.00",2021S05075350202.00,"0202.00",0.3359,"35",12,46,2502321,26022836,,"160","160",Mimico-Queensway,Mimico-Queensway (160),Not an NIA or Emerging Neighbourhood,NA,17825457
"5350203.00",2021S05075350203.00,"0203.00",0.5966,"35",13,46,2502321,26022836,,"160","160",Mimico-Queensway,Mimico-Queensway (160),Not an NIA or Emerging Neighbourhood,NA,17825457
"5350203.00",2021S05075350203.00,"0203.00",0.5966,"35",13,139,2502228,26022743,,"018","018",New Toronto,New Toronto (18),Not an NIA or Emerging Neighbourhood,NA,17826945
"5350204.00",2021S05075350204.00,"0204.00",0.7465,"35",33,46,2502321,26022836,,"160","160",Mimico-Queensway,Mimico-Queensway (160),Not an NIA or Emerging Neighbourhood,NA,17825457
"5350204.00",2021S05075350204.00,"0204.00",0.7465,"35",33,139,2502228,26022743,,"018","018",New Toronto,New Toronto (18),Not an NIA or Emerging Neighbourhood,NA,17826945
"5350205.00",2021S05075350205.00,"0205.00",0.7448,"35",4,139,2502228,26022743,,"018","018",New Toronto,New Toronto (18),Not an NIA or Emerging Neighbourhood,NA,17826945
"5350207.00",2021S05075350207.00,"0207.00",0.675,"35",16,46,2502321,26022836,,"160","160",Mimico-Queensway,Mimico-Queensway (160),Not an NIA or Emerging Neighbourhood,NA,17825457
"5350207.00",2021S05075350207.00,"0207.00",0.675,"35",16,138,2502229,26022744,,"019","019",Long Branch,Long Branch (19),Not an NIA or Emerging Neighbourhood,NA,17826929
"5350207.00",2021S05075350207.00,"0207.00",0.675,"35",16,139,2502228,26022743,,"018","018",New Toronto,New Toronto (18),Not an NIA or Emerging Neighbourhood,NA,17826945
"5350208.00",2021S05075350208.00,"0208.00",1.2974,"35",22,46,2502321,26022836,,"160","160",Mimico-Queensway,Mimico-Queensway (160),Not an NIA or Emerging Neighbourhood,NA,17825457
"5350208.00",2021S05075350208.00,"0208.00",1.2974,"35",22,139,2502228,26022743,,"018","018",New Toronto,New Toronto (18),Not an NIA or Emerging Neighbourhood,NA,17826945
"5350209.00",2021S05075350209.00,"0209.00",0.681,"35",22,45,2502322,26022837,,"161","161",Humber Bay Shores,Humber Bay Shores (161),Not an NIA or Emerging Neighbourhood,NA,17825441
"5350209.00",2021S05075350209.00,"0209.00",0.681,"35",22,46,2502321,26022836,,"160","160",Mimico-Queensway,Mimico-Queensway (160),Not an NIA or Emerging Neighbourhood,NA,17825457
"5350209.00",2021S05075350209.00,"0209.00",0.681,"35",22,139,2502228,26022743,,"018","018",New Toronto,New Toronto (18),Not an NIA or Emerging Neighbourhood,NA,17826945
"5350211.00",2021S05075350211.00,"0211.00",3.2763,"35",59,46,2502321,26022836,,"160","160",Mimico-Queensway,Mimico-Queensway (160),Not an NIA or Emerging Neighbourhood,NA,17825457
"5350211.00",2021S05075350211.00,"0211.00",3.2763,"35",59,137,2502230,26022745,,"020","020",Alderwood,Alderwood (20),Not an NIA or Emerging Neighbourhood,NA,17826913
"5350211.00",2021S05075350211.00,"0211.00",3.2763,"35",59,138,2502229,26022744,,"019","019",Long Branch,Long Branch (19),Not an NIA or Emerging Neighbourhood,NA,17826929
"5350212.00",2021S05075350212.00,"0212.00",1.6941,"35",48,137,2502230,26022745,,"020","020",Alderwood,Alderwood (20),Not an NIA or Emerging Neighbourhood,NA,17826913
"5350212.00",2021S05075350212.00,"0212.00",1.6941,"35",48,138,2502229,26022744,,"019","019",Long Branch,Long Branch (19),Not an NIA or Emerging Neighbourhood,NA,17826929
"5350214.00",2021S05075350214.00,"0214.00",2.8231,"35",56,46,2502321,26022836,,"160","160",Mimico-Queensway,Mimico-Queensway (160),Not an NIA or Emerging Neighbourhood,NA,17825457
"5350214.00",2021S05075350214.00,"0214.00",2.8231,"35",56,47,2502320,26022835,,"159","159",Etobicoke City Centre,Etobicoke City Centre (159),Not an NIA or Emerging Neighbourhood,NA,17825473
"5350214.00",2021S05075350214.00,"0214.00",2.8231,"35",56,140,2502227,26022742,,"016","016",Stonegate-Queensway,Stonegate-Queensway (16),Not an NIA or Emerging Neighbourhood,NA,17826961
"5350215.00",2021S05075350215.00,"0215.00",2.5734,"35",73,45,2502322,26022837,,"161","161",Humber Bay Shores,Humber Bay Shores (161),Not an NIA or Emerging Neighbourhood,NA,17825441
"5350215.00",2021S05075350215.00,"0215.00",2.5734,"35",73,46,2502321,26022836,,"160","160",Mimico-Queensway,Mimico-Queensway (160),Not an NIA or Emerging Neighbourhood,NA,17825457
"5350215.00",2021S05075350215.00,"0215.00",2.5734,"35",73,101,2502266,26022781,,"087","087",High Park-Swansea,High Park-Swansea (87),Not an NIA or Emerging Neighbourhood,NA,17826337
"5350215.00",2021S05075350215.00,"0215.00",2.5734,"35",73,140,2502227,26022742,,"016","016",Stonegate-Queensway,Stonegate-Queensway (16),Not an NIA or Emerging Neighbourhood,NA,17826961
"5350216.00",2021S05075350216.00,"0216.00",1.9782,"35",53,74,2502293,26022808,,"114","114",Lambton Baby Point,Lambton Baby Point (114),Not an NIA or Emerging Neighbourhood,NA,17825905
"5350216.00",2021S05075350216.00,"0216.00",1.9782,"35",53,101,2502266,26022781,,"087","087",High Park-Swansea,High Park-Swansea (87),Not an NIA or Emerging Neighbourhood,NA,17826337
"5350216.00",2021S05075350216.00,"0216.00",1.9782,"35",53,140,2502227,26022742,,"016","016",Stonegate-Queensway,Stonegate-Queensway (16),Not an NIA or Emerging Neighbourhood,NA,17826961
"5350216.00",2021S05075350216.00,"0216.00",1.9782,"35",53,141,2502226,26022741,,"015","015",Kingsway South,Kingsway South (15),Not an NIA or Emerging Neighbourhood,NA,17826977
"5350217.00",2021S05075350217.00,"0217.00",1.223,"35",19,101,2502266,26022781,,"087","087",High Park-Swansea,High Park-Swansea (87),Not an NIA or Emerging Neighbourhood,NA,17826337
"5350217.00",2021S05075350217.00,"0217.00",1.223,"35",19,140,2502227,26022742,,"016","016",Stonegate-Queensway,Stonegate-Queensway (16),Not an NIA or Emerging Neighbourhood,NA,17826961
"5350218.00",2021S05075350218.00,"0218.00",0.6764,"35",31,140,2502227,26022742,,"016","016",Stonegate-Queensway,Stonegate-Queensway (16),Not an NIA or Emerging Neighbourhood,NA,17826961
"5350218.00",2021S05075350218.00,"0218.00",0.6764,"35",31,141,2502226,26022741,,"015","015",Kingsway South,Kingsway South (15),Not an NIA or Emerging Neighbourhood,NA,17826977
"5350219.00",2021S05075350219.00,"0219.00",1.3542,"35",52,140,2502227,26022742,,"016","016",Stonegate-Queensway,Stonegate-Queensway (16),Not an NIA or Emerging Neighbourhood,NA,17826961
"5350220.00",2021S05075350220.00,"0220.00",1.2991,"35",22,47,2502320,26022835,,"159","159",Etobicoke City Centre,Etobicoke City Centre (159),Not an NIA or Emerging Neighbourhood,NA,17825473
"5350220.00",2021S05075350220.00,"0220.00",1.2991,"35",22,48,2502319,26022834,,"158","158",Islington,Islington (158),Not an NIA or Emerging Neighbourhood,NA,17825489
"5350220.00",2021S05075350220.00,"0220.00",1.2991,"35",22,142,2502225,26022740,,"013","013",Etobicoke West Mall,Etobicoke West Mall (13),Not an NIA or Emerging Neighbourhood,NA,17826993
"5350220.00",2021S05075350220.00,"0220.00",1.2991,"35",22,143,2502224,26022739,,"012","012",Markland Wood,Markland Wood (12),Not an NIA or Emerging Neighbourhood,NA,17827009
"5350224.00",2021S05075350224.00,"0224.00",1.0381,"35",19,48,2502319,26022834,,"158","158",Islington,Islington (158),Not an NIA or Emerging Neighbourhood,NA,17825489
"5350224.00",2021S05075350224.00,"0224.00",1.0381,"35",19,141,2502226,26022741,,"015","015",Kingsway South,Kingsway South (15),Not an NIA or Emerging Neighbourhood,NA,17826977
"5350224.00",2021S05075350224.00,"0224.00",1.0381,"35",19,145,2502222,26022737,,"010","010",Princess-Rosethorn,Princess-Rosethorn (10),Not an NIA or Emerging Neighbourhood,NA,17827041
"5350224.00",2021S05075350224.00,"0224.00",1.0381,"35",19,146,2502221,26022736,,"009","009",Edenbridge-Humber Valley,Edenbridge-Humber Valley (9),Not an NIA or Emerging Neighbourhood,NA,17827057
"5350226.00",2021S05075350226.00,"0226.00",0.949,"35",35,48,2502319,26022834,,"158","158",Islington,Islington (158),Not an NIA or Emerging Neighbourhood,NA,17825489
"5350226.00",2021S05075350226.00,"0226.00",0.949,"35",35,140,2502227,26022742,,"016","016",Stonegate-Queensway,Stonegate-Queensway (16),Not an NIA or Emerging Neighbourhood,NA,17826961
"5350226.00",2021S05075350226.00,"0226.00",0.949,"35",35,141,2502226,26022741,,"015","015",Kingsway South,Kingsway South (15),Not an NIA or Emerging Neighbourhood,NA,17826977
"5350227.00",2021S05075350227.00,"0227.00",0.4918,"35",23,140,2502227,26022742,,"016","016",Stonegate-Queensway,Stonegate-Queensway (16),Not an NIA or Emerging Neighbourhood,NA,17826961
"5350227.00",2021S05075350227.00,"0227.00",0.4918,"35",23,141,2502226,26022741,,"015","015",Kingsway South,Kingsway South (15),Not an NIA or Emerging Neighbourhood,NA,17826977
"5350228.00",2021S05075350228.00,"0228.00",0.8207,"35",18,74,2502293,26022808,,"114","114",Lambton Baby Point,Lambton Baby Point (114),Not an NIA or Emerging Neighbourhood,NA,17825905
"5350228.00",2021S05075350228.00,"0228.00",0.8207,"35",18,140,2502227,26022742,,"016","016",Stonegate-Queensway,Stonegate-Queensway (16),Not an NIA or Emerging Neighbourhood,NA,17826961
"5350228.00",2021S05075350228.00,"0228.00",0.8207,"35",18,141,2502226,26022741,,"015","015",Kingsway South,Kingsway South (15),Not an NIA or Emerging Neighbourhood,NA,17826977
"5350229.00",2021S05075350229.00,"0229.00",0.3203,"35",14,141,2502226,26022741,,"015","015",Kingsway South,Kingsway South (15),Not an NIA or Emerging Neighbourhood,NA,17826977
"5350231.00",2021S05075350231.00,"0231.00",3.0227,"35",59,141,2502226,26022741,,"015","015",Kingsway South,Kingsway South (15),Not an NIA or Emerging Neighbourhood,NA,17826977
"5350231.00",2021S05075350231.00,"0231.00",3.0227,"35",59,146,2502221,26022736,,"009","009",Edenbridge-Humber Valley,Edenbridge-Humber Valley (9),Not an NIA or Emerging Neighbourhood,NA,17827057
"5350232.00",2021S05075350232.00,"0232.00",2.0474,"35",46,145,2502222,26022737,,"010","010",Princess-Rosethorn,Princess-Rosethorn (10),Not an NIA or Emerging Neighbourhood,NA,17827041
"5350232.00",2021S05075350232.00,"0232.00",2.0474,"35",46,146,2502221,26022736,,"009","009",Edenbridge-Humber Valley,Edenbridge-Humber Valley (9),Not an NIA or Emerging Neighbourhood,NA,17827057
"5350232.00",2021S05075350232.00,"0232.00",2.0474,"35",46,148,2502219,26022734,,"007","007",Willowridge-Martingrove-Richview,Willowridge-Martingrove-Richview (7),Not an NIA or Emerging Neighbourhood,NA,17827089
"5350233.00",2021S05075350233.00,"0233.00",2.0783,"35",47,48,2502319,26022834,,"158","158",Islington,Islington (158),Not an NIA or Emerging Neighbourhood,NA,17825489
"5350233.00",2021S05075350233.00,"0233.00",2.0783,"35",47,145,2502222,26022737,,"010","010",Princess-Rosethorn,Princess-Rosethorn (10),Not an NIA or Emerging Neighbourhood,NA,17827041
"5350233.00",2021S05075350233.00,"0233.00",2.0783,"35",47,148,2502219,26022734,,"007","007",Willowridge-Martingrove-Richview,Willowridge-Martingrove-Richview (7),Not an NIA or Emerging Neighbourhood,NA,17827089
"5350234.00",2021S05075350234.00,"0234.00",2.1001,"35",35,48,2502319,26022834,,"158","158",Islington,Islington (158),Not an NIA or Emerging Neighbourhood,NA,17825489
"5350234.00",2021S05075350234.00,"0234.00",2.1001,"35",35,144,2502223,26022738,,"011","011",Eringate-Centennial-West Deane,Eringate-Centennial-West Deane (11),Not an NIA or Emerging Neighbourhood,NA,17827025
"5350234.00",2021S05075350234.00,"0234.00",2.1001,"35",35,145,2502222,26022737,,"010","010",Princess-Rosethorn,Princess-Rosethorn (10),Not an NIA or Emerging Neighbourhood,NA,17827041
"5350234.00",2021S05075350234.00,"0234.00",2.1001,"35",35,148,2502219,26022734,,"007","007",Willowridge-Martingrove-Richview,Willowridge-Martingrove-Richview (7),Not an NIA or Emerging Neighbourhood,NA,17827089
"5350239.00",2021S05075350239.00,"0239.00",2.5251,"35",35,75,2502292,26022807,,"113","113",Weston,Weston (113),Neighbourhood Improvement Area,NIA,17825921
"5350239.00",2021S05075350239.00,"0239.00",2.5251,"35",35,147,2502220,26022735,,"008","008",Humber Heights-Westmount,Humber Heights-Westmount (8),Emerging Neighbourhood,EN,17827073
"5350239.00",2021S05075350239.00,"0239.00",2.5251,"35",35,148,2502219,26022734,,"007","007",Willowridge-Martingrove-Richview,Willowridge-Martingrove-Richview (7),Not an NIA or Emerging Neighbourhood,NA,17827089
"5350239.00",2021S05075350239.00,"0239.00",2.5251,"35",35,149,2502218,26022733,,"006","006",Kingsview Village-The Westway,Kingsview Village-The Westway (6),Neighbourhood Improvement Area,NIA,17827105
"5350239.00",2021S05075350239.00,"0239.00",2.5251,"35",35,156,2502211,26022726,,"023","023",Pelmo Park-Humberlea,Pelmo Park-Humberlea (23),Not an NIA or Emerging Neighbourhood,NA,17827217
"5350241.00",2021S05075350241.00,"0241.00",1.0863,"35",30,75,2502292,26022807,,"113","113",Weston,Weston (113),Neighbourhood Improvement Area,NIA,17825921
"5350241.00",2021S05075350241.00,"0241.00",1.0863,"35",30,147,2502220,26022735,,"008","008",Humber Heights-Westmount,Humber Heights-Westmount (8),Emerging Neighbourhood,EN,17827073
"5350242.00",2021S05075350242.00,"0242.00",0.6108,"35",11,73,2502294,26022809,,"115","115",Mount Dennis,Mount Dennis (115),Neighbourhood Improvement Area,NIA,17825889
"5350242.00",2021S05075350242.00,"0242.00",0.6108,"35",11,75,2502292,26022807,,"113","113",Weston,Weston (113),Neighbourhood Improvement Area,NIA,17825921
"5350242.00",2021S05075350242.00,"0242.00",0.6108,"35",11,77,2502290,26022805,,"111","111",Rockcliffe-Smythe,Rockcliffe-Smythe (111),Neighbourhood Improvement Area,NIA,17825953
"5350242.00",2021S05075350242.00,"0242.00",0.6108,"35",11,147,2502220,26022735,,"008","008",Humber Heights-Westmount,Humber Heights-Westmount (8),Emerging Neighbourhood,EN,17827073
"5350245.00",2021S05075350245.00,"0245.00",1.4211,"35",33,150,2502217,26022732,,"005","005",Elms-Old Rexdale,Elms-Old Rexdale (5),Neighbourhood Improvement Area,NIA,17827121
"5350245.00",2021S05075350245.00,"0245.00",1.4211,"35",33,151,2502216,26022731,,"004","004",Rexdale-Kipling,Rexdale-Kipling (4),Not an NIA or Emerging Neighbourhood,NA,17827137
"5350245.00",2021S05075350245.00,"0245.00",1.4211,"35",33,154,2502213,26022728,,"001","001",West Humber-Clairville,West Humber-Clairville (1),Not an NIA or Emerging Neighbourhood,NA,17827185
"5350246.00",2021S05075350246.00,"0246.00",1.0727,"35",21,150,2502217,26022732,,"005","005",Elms-Old Rexdale,Elms-Old Rexdale (5),Neighbourhood Improvement Area,NIA,17827121
"5350246.00",2021S05075350246.00,"0246.00",1.0727,"35",21,151,2502216,26022731,,"004","004",Rexdale-Kipling,Rexdale-Kipling (4),Not an NIA or Emerging Neighbourhood,NA,17827137
"5350246.00",2021S05075350246.00,"0246.00",1.0727,"35",21,152,2502215,26022730,,"003","003",Thistletown-Beaumond Heights,Thistletown-Beaumond Heights (3),Neighbourhood Improvement Area,NIA,17827153
"5350261.00",2021S05075350261.00,"0261.00",1.9129,"35",19,69,2502298,26022813,,"120","120",Clairlea-Birchmount,Clairlea-Birchmount (120),Not an NIA or Emerging Neighbourhood,NA,17825825
"5350261.00",2021S05075350261.00,"0261.00",1.9129,"35",19,70,2502297,26022812,,"119","119",Wexford/Maryvale,Wexford/Maryvale (119),Not an NIA or Emerging Neighbourhood,NA,17825841
"5350261.00",2021S05075350261.00,"0261.00",1.9129,"35",19,109,2502258,26022773,,"044","044",Flemingdon Park,Flemingdon Park (44),Neighbourhood Improvement Area,NIA,17826465
"5350261.00",2021S05075350261.00,"0261.00",1.9129,"35",19,110,2502257,26022772,,"043","043",Victoria Village,Victoria Village (43),Neighbourhood Improvement Area,NIA,17826481
"5350261.00",2021S05075350261.00,"0261.00",1.9129,"35",19,111,2502256,26022771,,"042","042",Banbury-Don Mills,Banbury-Don Mills (42),Not an NIA or Emerging Neighbourhood,NA,17826497
"5350261.00",2021S05075350261.00,"0261.00",1.9129,"35",19,131,2502236,26022751,,"054","054",O'Connor-Parkview,O'Connor-Parkview (54),Not an NIA or Emerging Neighbourhood,NA,17826817
"5350264.00",2021S05075350264.00,"0264.00",3.4299,"35",17,111,2502256,26022771,,"042","042",Banbury-Don Mills,Banbury-Don Mills (42),Not an NIA or Emerging Neighbourhood,NA,17826497
"5350264.00",2021S05075350264.00,"0264.00",3.4299,"35",17,112,2502255,26022770,,"041","041",Bridle Path-Sunnybrook-York Mills,Bridle Path-Sunnybrook-York Mills (41),Not an NIA or Emerging Neighbourhood,NA,17826513
