CTUID,DGUID,CTNAME,LANDAREA,PRUID,how_many,X_id,AREA_ID,AREA_ATTR_ID,PARENT_AREA_ID,AREA_SHORT_CODE,AREA_LONG_CODE,AREA_NAME,AREA_DESC,CLASSIFICATION,CLASSIFICATION_CODE,OBJECTID
"5350372.00",2021S05075350372.00,"0372.00",1.3179,"35",31,70,2502297,26022812,,"119","119",Wexford/Maryvale,Wexford/Maryvale (119),Not an NIA or Emerging Neighbourhood,NA,17825841
"5350373.00",2021S05075350373.00,"0373.00",0.9586,"35",27,70,2502297,26022812,,"119","119",Wexford/Maryvale,Wexford/Maryvale (119),Not an NIA or Emerging Neighbourhood,NA,17825841
"5350012.01",2021S05075350012.01,"0012.01",0.4305,"35",30,40,2502327,26022842,,"166","166",St Lawrence-East Bayfront-The Islands,St Lawrence-East Bayfront-The Islands (166),Not an NIA or Emerging Neighbourhood,NA,17825361
"5350012.01",2021S05075350012.01,"0012.01",0.4305,"35",30,41,2502326,26022841,,"165","165",Harbourfront-CityPlace,Harbourfront-CityPlace (165),Not an NIA or Emerging Neighbourhood,NA,17825377
"5350012.01",2021S05075350012.01,"0012.01",0.4305,"35",30,43,2502324,26022839,,"163","163",Fort York-Liberty Village,Fort York-Liberty Village (163),Not an NIA or Emerging Neighbourhood,NA,17825409
"5350034.01",2021S05075350034.01,"0034.01",0.1245,"35",14,38,2502329,26022844,,"168","168",Downtown Yonge East,Downtown Yonge East (168),Not an NIA or Emerging Neighbourhood,NA,17825329
"5350034.01",2021S05075350034.01,"0034.01",0.1245,"35",14,83,2502284,26022799,,"073","073",Moss Park,Moss Park (73),Not an NIA or Emerging Neighbourhood,NA,17826049
"5350034.02",2021S05075350034.02,"0034.02",0.3982,"35",26,38,2502329,26022844,,"168","168",Downtown Yonge East,Downtown Yonge East (168),Not an NIA or Emerging Neighbourhood,NA,17825329
"5350034.02",2021S05075350034.02,"0034.02",0.3982,"35",26,83,2502284,26022799,,"073","073",Moss Park,Moss Park (73),Not an NIA or Emerging Neighbourhood,NA,17826049
"5350299.01",2021S05075350299.01,"0299.01",2.8825,"35",59,10,2502357,26022872,,"153","153",Avondale,Avondale (153),Not an NIA or Emerging Neighbourhood,NA,17824881
"5350299.01",2021S05075350299.01,"0299.01",2.8825,"35",59,113,2502254,26022769,,"040","040",St.Andrew-Windfields,St.Andrew-Windfields (40),Not an NIA or Emerging Neighbourhood,NA,17826529
"5350299.01",2021S05075350299.01,"0299.01",2.8825,"35",59,114,2502253,26022768,,"039","039",Bedford Park-Nortown,Bedford Park-Nortown (39),Not an NIA or Emerging Neighbourhood,NA,17826545
"5350299.01",2021S05075350299.01,"0299.01",2.8825,"35",59,115,2502252,26022767,,"038","038",Lansing-Westgate,Lansing-Westgate (38),Not an NIA or Emerging Neighbourhood,NA,17826561
"5350299.01",2021S05075350299.01,"0299.01",2.8825,"35",59,116,2502251,26022766,,"037","037",Willowdale West,Willowdale West (37),Not an NIA or Emerging Neighbourhood,NA,17826577
"5350299.01",2021S05075350299.01,"0299.01",2.8825,"35",59,119,2502248,26022763,,"034","034",Bathurst Manor,Bathurst Manor (34),Not an NIA or Emerging Neighbourhood,NA,17826625
"5350299.02",2021S05075350299.02,"0299.02",0.1593,"35",10,10,2502357,26022872,,"153","153",Avondale,Avondale (153),Not an NIA or Emerging Neighbourhood,NA,17824881
"5350299.02",2021S05075350299.02,"0299.02",0.1593,"35",10,12,2502355,26022870,,"151","151",Yonge-Doris,Yonge-Doris (151),Not an NIA or Emerging Neighbourhood,NA,17824913
"5350299.02",2021S05075350299.02,"0299.02",0.1593,"35",10,115,2502252,26022767,,"038","038",Lansing-Westgate,Lansing-Westgate (38),Not an NIA or Emerging Neighbourhood,NA,17826561
"5350305.03",2021S05075350305.03,"0305.03",0.7113,"35",13,133,2502234,26022749,,"052","052",Bayview Village,Bayview Village (52),Not an NIA or Emerging Neighbourhood,NA,17826849
"5350307.03",2021S05075350307.03,"0307.03",0.1101,"35",7,11,2502356,26022871,,"152","152",East Willowdale,East Willowdale (152),Not an NIA or Emerging Neighbourhood,NA,17824897
"5350307.03",2021S05075350307.03,"0307.03",0.1101,"35",7,12,2502355,26022870,,"151","151",Yonge-Doris,Yonge-Doris (151),Not an NIA or Emerging Neighbourhood,NA,17824913
"5350307.04",2021S05075350307.04,"0307.04",0.153,"35",10,10,2502357,26022872,,"153","153",Avondale,Avondale (153),Not an NIA or Emerging Neighbourhood,NA,17824881
"5350307.04",2021S05075350307.04,"0307.04",0.153,"35",10,11,2502356,26022871,,"152","152",East Willowdale,East Willowdale (152),Not an NIA or Emerging Neighbourhood,NA,17824897
"5350307.04",2021S05075350307.04,"0307.04",0.153,"35",10,12,2502355,26022870,,"151","151",Yonge-Doris,Yonge-Doris (151),Not an NIA or Emerging Neighbourhood,NA,17824913
"5350307.05",2021S05075350307.05,"0307.05",0.1046,"35",7,11,2502356,26022871,,"152","152",East Willowdale,East Willowdale (152),Not an NIA or Emerging Neighbourhood,NA,17824897
"5350307.05",2021S05075350307.05,"0307.05",0.1046,"35",7,12,2502355,26022870,,"151","151",Yonge-Doris,Yonge-Doris (151),Not an NIA or Emerging Neighbourhood,NA,17824913
"5350307.06",2021S05075350307.06,"0307.06",0.1042,"35",7,11,2502356,26022871,,"152","152",East Willowdale,East Willowdale (152),Not an NIA or Emerging Neighbourhood,NA,17824897
"5350307.06",2021S05075350307.06,"0307.06",0.1042,"35",7,12,2502355,26022870,,"151","151",Yonge-Doris,Yonge-Doris (151),Not an NIA or Emerging Neighbourhood,NA,17824913
"5350307.07",2021S05075350307.07,"0307.07",1.2246,"35",45,10,2502357,26022872,,"153","153",Avondale,Avondale (153),Not an NIA or Emerging Neighbourhood,NA,17824881
"5350307.07",2021S05075350307.07,"0307.07",1.2246,"35",45,11,2502356,26022871,,"152","152",East Willowdale,East Willowdale (152),Not an NIA or Emerging Neighbourhood,NA,17824897
"5350368.01",2021S05075350368.01,"0368.01",0.8885,"35",15,7,2502360,26022875,,"156","156",Bendale-Glen Andrew,Bendale-Glen Andrew (156),Not an NIA or Emerging Neighbourhood,NA,17824833
"5350368.01",2021S05075350368.01,"0368.01",0.8885,"35",15,21,2502346,26022861,,"142","142",Woburn North,Woburn North (142),Neighbourhood Improvement Area,NIA,17825057
"5350368.01",2021S05075350368.01,"0368.01",0.8885,"35",15,32,2502335,26022850,,"128","128",Agincourt South-Malvern West,Agincourt South-Malvern West (128),Not an NIA or Emerging Neighbourhood,NA,17825233
"5350368.02",2021S05075350368.02,"0368.02",1.5627,"35",27,7,2502360,26022875,,"156","156",Bendale-Glen Andrew,Bendale-Glen Andrew (156),Not an NIA or Emerging Neighbourhood,NA,17824833
"5350368.02",2021S05075350368.02,"0368.02",1.5627,"35",27,21,2502346,26022861,,"142","142",Woburn North,Woburn North (142),Neighbourhood Improvement Area,NIA,17825057
"5350368.02",2021S05075350368.02,"0368.02",1.5627,"35",27,49,2502318,26022833,,"157","157",Bendale South,Bendale South (157),Not an NIA or Emerging Neighbourhood,NA,17825505
"5350013.01",2021S05075350013.01,"0013.01",0.3431,"35",14,38,2502329,26022844,,"168","168",Downtown Yonge East,Downtown Yonge East (168),Not an NIA or Emerging Neighbourhood,NA,17825329
"5350013.01",2021S05075350013.01,"0013.01",0.3431,"35",14,40,2502327,26022842,,"166","166",St Lawrence-East Bayfront-The Islands,St Lawrence-East Bayfront-The Islands (166),Not an NIA or Emerging Neighbourhood,NA,17825361
"5350013.02",2021S05075350013.02,"0013.02",0.4225,"35",28,40,2502327,26022842,,"166","166",St Lawrence-East Bayfront-The Islands,St Lawrence-East Bayfront-The Islands (166),Not an NIA or Emerging Neighbourhood,NA,17825361
"5350012.03",2021S05075350012.03,"0012.03",0.4664,"35",18,40,2502327,26022842,,"166","166",St Lawrence-East Bayfront-The Islands,St Lawrence-East Bayfront-The Islands (166),Not an NIA or Emerging Neighbourhood,NA,17825361
"5350012.03",2021S05075350012.03,"0012.03",0.4664,"35",18,41,2502326,26022841,,"165","165",Harbourfront-CityPlace,Harbourfront-CityPlace (165),Not an NIA or Emerging Neighbourhood,NA,17825377
"5350012.04",2021S05075350012.04,"0012.04",0.2407,"35",23,40,2502327,26022842,,"166","166",St Lawrence-East Bayfront-The Islands,St Lawrence-East Bayfront-The Islands (166),Not an NIA or Emerging Neighbourhood,NA,17825361
"5350012.04",2021S05075350012.04,"0012.04",0.2407,"35",23,41,2502326,26022841,,"165","165",Harbourfront-CityPlace,Harbourfront-CityPlace (165),Not an NIA or Emerging Neighbourhood,NA,17825377
"5350376.15",2021S05075350376.15,"0376.15",0.9131,"35",12,32,2502335,26022850,,"128","128",Agincourt South-Malvern West,Agincourt South-Malvern West (128),Not an NIA or Emerging Neighbourhood,NA,17825233
"5350376.15",2021S05075350376.15,"0376.15",0.9131,"35",12,71,2502296,26022811,,"118","118",Tam O'Shanter-Sullivan,Tam O'Shanter-Sullivan (118),Not an NIA or Emerging Neighbourhood,NA,17825857
"5350376.16",2021S05075350376.16,"0376.16",0.2715,"35",8,32,2502335,26022850,,"128","128",Agincourt South-Malvern West,Agincourt South-Malvern West (128),Not an NIA or Emerging Neighbourhood,NA,17825233
"5350376.16",2021S05075350376.16,"0376.16",0.2715,"35",8,71,2502296,26022811,,"118","118",Tam O'Shanter-Sullivan,Tam O'Shanter-Sullivan (118),Not an NIA or Emerging Neighbourhood,NA,17825857
"5350237.01",2021S05075350237.01,"0237.01",1.1853,"35",25,144,2502223,26022738,,"011","011",Eringate-Centennial-West Deane,Eringate-Centennial-West Deane (11),Not an NIA or Emerging Neighbourhood,NA,17827025
"5350237.01",2021S05075350237.01,"0237.01",1.1853,"35",25,148,2502219,26022734,,"007","007",Willowridge-Martingrove-Richview,Willowridge-Martingrove-Richview (7),Not an NIA or Emerging Neighbourhood,NA,17827089
"5350237.01",2021S05075350237.01,"0237.01",1.1853,"35",25,149,2502218,26022733,,"006","006",Kingsview Village-The Westway,Kingsview Village-The Westway (6),Neighbourhood Improvement Area,NIA,17827105
"5350237.02",2021S05075350237.02,"0237.02",0.955,"35",27,148,2502219,26022734,,"007","007",Willowridge-Martingrove-Richview,Willowridge-Martingrove-Richview (7),Not an NIA or Emerging Neighbourhood,NA,17827089
"5350237.02",2021S05075350237.02,"0237.02",0.955,"35",27,149,2502218,26022733,,"006","006",Kingsview Village-The Westway,Kingsview Village-The Westway (6),Neighbourhood Improvement Area,NIA,17827105
"5350237.03",2021S05075350237.03,"0237.03",1.0683,"35",17,145,2502222,26022737,,"010","010",Princess-Rosethorn,Princess-Rosethorn (10),Not an NIA or Emerging Neighbourhood,NA,17827041
"5350237.03",2021S05075350237.03,"0237.03",1.0683,"35",17,148,2502219,26022734,,"007","007",Willowridge-Martingrove-Richview,Willowridge-Martingrove-Richview (7),Not an NIA or Emerging Neighbourhood,NA,17827089
"5350249.01",2021S05075350249.01,"0249.01",0.8298,"35",18,153,2502214,26022729,,"002","002",Mount Olive-Silverstone-Jamestown,Mount Olive-Silverstone-Jamestown (2),Neighbourhood Improvement Area,NIA,17827169
"5350260.01",2021S05075350260.01,"0260.01",0.7135,"35",16,109,2502258,26022773,,"044","044",Flemingdon Park,Flemingdon Park (44),Neighbourhood Improvement Area,NIA,17826465
"5350260.01",2021S05075350260.01,"0260.01",0.7135,"35",16,110,2502257,26022772,,"043","043",Victoria Village,Victoria Village (43),Neighbourhood Improvement Area,NIA,17826481
"5350260.01",2021S05075350260.01,"0260.01",0.7135,"35",16,130,2502237,26022752,,"055","055",Thorncliffe Park,Thorncliffe Park (55),Neighbourhood Improvement Area,NIA,17826801
"5350260.01",2021S05075350260.01,"0260.01",0.7135,"35",16,131,2502236,26022751,,"054","054",O'Connor-Parkview,O'Connor-Parkview (54),Not an NIA or Emerging Neighbourhood,NA,17826817
"5350301.01",2021S05075350301.01,"0301.01",0.8978,"35",15,13,2502354,26022869,,"150","150",Fenside-Parkwoods,Fenside-Parkwoods (150),Not an NIA or Emerging Neighbourhood,NA,17824929
"5350301.01",2021S05075350301.01,"0301.01",0.8978,"35",15,132,2502235,26022750,,"053","053",Henry Farm,Henry Farm (53),Not an NIA or Emerging Neighbourhood,NA,17826833
"5350301.01",2021S05075350301.01,"0301.01",0.8978,"35",15,133,2502234,26022749,,"052","052",Bayview Village,Bayview Village (52),Not an NIA or Emerging Neighbourhood,NA,17826849
"5350304.01",2021S05075350304.01,"0304.01",0.2493,"35",20,107,2502260,26022775,,"047","047",Don Valley Village,Don Valley Village (47),Not an NIA or Emerging Neighbourhood,NA,17826433
"5350304.02",2021S05075350304.02,"0304.02",1.2122,"35",27,107,2502260,26022775,,"047","047",Don Valley Village,Don Valley Village (47),Not an NIA or Emerging Neighbourhood,NA,17826433
"5350304.02",2021S05075350304.02,"0304.02",1.2122,"35",27,132,2502235,26022750,,"053","053",Henry Farm,Henry Farm (53),Not an NIA or Emerging Neighbourhood,NA,17826833
"5350304.02",2021S05075350304.02,"0304.02",1.2122,"35",27,133,2502234,26022749,,"052","052",Bayview Village,Bayview Village (52),Not an NIA or Emerging Neighbourhood,NA,17826849
"5350304.03",2021S05075350304.03,"0304.03",0.9843,"35",21,107,2502260,26022775,,"047","047",Don Valley Village,Don Valley Village (47),Not an NIA or Emerging Neighbourhood,NA,17826433
"5350304.03",2021S05075350304.03,"0304.03",0.9843,"35",21,132,2502235,26022750,,"053","053",Henry Farm,Henry Farm (53),Not an NIA or Emerging Neighbourhood,NA,17826833
"5350304.03",2021S05075350304.03,"0304.03",0.9843,"35",21,133,2502234,26022749,,"052","052",Bayview Village,Bayview Village (52),Not an NIA or Emerging Neighbourhood,NA,17826849
"5350304.04",2021S05075350304.04,"0304.04",0.2344,"35",5,107,2502260,26022775,,"047","047",Don Valley Village,Don Valley Village (47),Not an NIA or Emerging Neighbourhood,NA,17826433
"5350304.04",2021S05075350304.04,"0304.04",0.2344,"35",5,132,2502235,26022750,,"053","053",Henry Farm,Henry Farm (53),Not an NIA or Emerging Neighbourhood,NA,17826833
"5350311.02",2021S05075350311.02,"0311.02",0.8905,"35",19,126,2502241,26022756,,"027","027",York University Heights,York University Heights (27),Neighbourhood Improvement Area,NIA,17826737
"5350311.03",2021S05075350311.03,"0311.03",0.8,"35",11,126,2502241,26022756,,"027","027",York University Heights,York University Heights (27),Neighbourhood Improvement Area,NIA,17826737
"5350311.03",2021S05075350311.03,"0311.03",0.8,"35",11,127,2502240,26022755,,"025","025",Glenfield-Jane Heights,Glenfield-Jane Heights (25),Neighbourhood Improvement Area,NIA,17826753
"5350311.04",2021S05075350311.04,"0311.04",0.9599,"35",19,8,2502359,26022874,,"155","155",Downsview,Downsview (155),Neighbourhood Improvement Area,NIA,17824849
"5350311.04",2021S05075350311.04,"0311.04",0.9599,"35",19,126,2502241,26022756,,"027","027",York University Heights,York University Heights (27),Neighbourhood Improvement Area,NIA,17826737
"5350311.04",2021S05075350311.04,"0311.04",0.9599,"35",19,127,2502240,26022755,,"025","025",Glenfield-Jane Heights,Glenfield-Jane Heights (25),Neighbourhood Improvement Area,NIA,17826753
"5350312.02",2021S05075350312.02,"0312.02",0.5212,"35",6,126,2502241,26022756,,"027","027",York University Heights,York University Heights (27),Neighbourhood Improvement Area,NIA,17826737
"5350312.02",2021S05075350312.02,"0312.02",0.5212,"35",6,127,2502240,26022755,,"025","025",Glenfield-Jane Heights,Glenfield-Jane Heights (25),Neighbourhood Improvement Area,NIA,17826753
"5350312.03",2021S05075350312.03,"0312.03",1.4873,"35",24,9,2502358,26022873,,"154","154",Oakdale-Beverley Heights,Oakdale-Beverley Heights (154),Neighbourhood Improvement Area,NIA,17824865
"5350312.03",2021S05075350312.03,"0312.03",1.4873,"35",24,127,2502240,26022755,,"025","025",Glenfield-Jane Heights,Glenfield-Jane Heights (25),Neighbourhood Improvement Area,NIA,17826753
"5350312.03",2021S05075350312.03,"0312.03",1.4873,"35",24,155,2502212,26022727,,"024","024",Black Creek,Black Creek (24),Neighbourhood Improvement Area,NIA,17827201
"5350315.01",2021S05075350315.01,"0315.01",1.5036,"35",26,152,2502215,26022730,,"003","003",Thistletown-Beaumond Heights,Thistletown-Beaumond Heights (3),Neighbourhood Improvement Area,NIA,17827153
"5350315.01",2021S05075350315.01,"0315.01",1.5036,"35",26,153,2502214,26022729,,"002","002",Mount Olive-Silverstone-Jamestown,Mount Olive-Silverstone-Jamestown (2),Neighbourhood Improvement Area,NIA,17827169
"5350315.01",2021S05075350315.01,"0315.01",1.5036,"35",26,157,2502210,26022725,,"022","022",Humbermede,Humbermede (22),Neighbourhood Improvement Area,NIA,17827233
"5350315.01",2021S05075350315.01,"0315.01",1.5036,"35",26,158,2502209,26022724,,"021","021",Humber Summit,Humber Summit (21),Neighbourhood Improvement Area,NIA,17827249
"5350315.02",2021S05075350315.02,"0315.02",0.4279,"35",9,152,2502215,26022730,,"003","003",Thistletown-Beaumond Heights,Thistletown-Beaumond Heights (3),Neighbourhood Improvement Area,NIA,17827153
"5350315.02",2021S05075350315.02,"0315.02",0.4279,"35",9,157,2502210,26022725,,"022","022",Humbermede,Humbermede (22),Neighbourhood Improvement Area,NIA,17827233
"5350315.02",2021S05075350315.02,"0315.02",0.4279,"35",9,158,2502209,26022724,,"021","021",Humber Summit,Humber Summit (21),Neighbourhood Improvement Area,NIA,17827249
"5350316.01",2021S05075350316.01,"0316.01",1.7746,"35",15,127,2502240,26022755,,"025","025",Glenfield-Jane Heights,Glenfield-Jane Heights (25),Neighbourhood Improvement Area,NIA,17826753
"5350316.01",2021S05075350316.01,"0316.01",1.7746,"35",15,155,2502212,26022727,,"024","024",Black Creek,Black Creek (24),Neighbourhood Improvement Area,NIA,17827201
"5350324.01",2021S05075350324.01,"0324.01",1.1843,"35",18,107,2502260,26022775,,"047","047",Don Valley Village,Don Valley Village (47),Not an NIA or Emerging Neighbourhood,NA,17826433
"5350324.01",2021S05075350324.01,"0324.01",1.1843,"35",18,133,2502234,26022749,,"052","052",Bayview Village,Bayview Village (52),Not an NIA or Emerging Neighbourhood,NA,17826849
"5350324.01",2021S05075350324.01,"0324.01",1.1843,"35",18,135,2502232,26022747,,"049","049",Bayview Woods-Steeles,Bayview Woods-Steeles (49),Not an NIA or Emerging Neighbourhood,NA,17826881
"5350324.01",2021S05075350324.01,"0324.01",1.1843,"35",18,136,2502231,26022746,,"048","048",Hillcrest Village,Hillcrest Village (48),Not an NIA or Emerging Neighbourhood,NA,17826897
"5350324.02",2021S05075350324.02,"0324.02",1.8907,"35",32,107,2502260,26022775,,"047","047",Don Valley Village,Don Valley Village (47),Not an NIA or Emerging Neighbourhood,NA,17826433
"5350324.02",2021S05075350324.02,"0324.02",1.8907,"35",32,135,2502232,26022747,,"049","049",Bayview Woods-Steeles,Bayview Woods-Steeles (49),Not an NIA or Emerging Neighbourhood,NA,17826881
"5350324.02",2021S05075350324.02,"0324.02",1.8907,"35",32,136,2502231,26022746,,"048","048",Hillcrest Village,Hillcrest Village (48),Not an NIA or Emerging Neighbourhood,NA,17826897
"5350324.03",2021S05075350324.03,"0324.03",2.1668,"35",24,72,2502295,26022810,,"116","116",Steeles,Steeles (116),Emerging Neighbourhood,EN,17825873
"5350324.03",2021S05075350324.03,"0324.03",2.1668,"35",24,107,2502260,26022775,,"047","047",Don Valley Village,Don Valley Village (47),Not an NIA or Emerging Neighbourhood,NA,17826433
"5350324.03",2021S05075350324.03,"0324.03",2.1668,"35",24,108,2502259,26022774,,"046","046",Pleasant View,Pleasant View (46),Not an NIA or Emerging Neighbourhood,NA,17826449
"5350324.03",2021S05075350324.03,"0324.03",2.1668,"35",24,136,2502231,26022746,,"048","048",Hillcrest Village,Hillcrest Village (48),Not an NIA or Emerging Neighbourhood,NA,17826897
"5350375.01",2021S05075350375.01,"0375.01",0.9531,"35",22,16,2502351,26022866,,"147","147",L'Amoreaux West,L'Amoreaux West (147),Emerging Neighbourhood,EN,17824977
"5350375.01",2021S05075350375.01,"0375.01",0.9531,"35",22,71,2502296,26022811,,"118","118",Tam O'Shanter-Sullivan,Tam O'Shanter-Sullivan (118),Not an NIA or Emerging Neighbourhood,NA,17825857
"5350375.02",2021S05075350375.02,"0375.02",0.6138,"35",10,16,2502351,26022866,,"147","147",L'Amoreaux West,L'Amoreaux West (147),Emerging Neighbourhood,EN,17824977
"5350375.02",2021S05075350375.02,"0375.02",0.6138,"35",10,71,2502296,26022811,,"118","118",Tam O'Shanter-Sullivan,Tam O'Shanter-Sullivan (118),Not an NIA or Emerging Neighbourhood,NA,17825857
"5350375.03",2021S05075350375.03,"0375.03",0.8111,"35",16,71,2502296,26022811,,"118","118",Tam O'Shanter-Sullivan,Tam O'Shanter-Sullivan (118),Not an NIA or Emerging Neighbourhood,NA,17825857
"5350376.01",2021S05075350376.01,"0376.01",1.046,"35",26,15,2502352,26022867,,"148","148",East L'Amoreaux,East L'Amoreaux (148),Emerging Neighbourhood,EN,17824961
"5350376.01",2021S05075350376.01,"0376.01",1.046,"35",26,32,2502335,26022850,,"128","128",Agincourt South-Malvern West,Agincourt South-Malvern West (128),Not an NIA or Emerging Neighbourhood,NA,17825233
"5350376.01",2021S05075350376.01,"0376.01",1.046,"35",26,71,2502296,26022811,,"118","118",Tam O'Shanter-Sullivan,Tam O'Shanter-Sullivan (118),Not an NIA or Emerging Neighbourhood,NA,17825857
"5350376.02",2021S05075350376.02,"0376.02",0.8583,"35",17,15,2502352,26022867,,"148","148",East L'Amoreaux,East L'Amoreaux (148),Emerging Neighbourhood,EN,17824961
"5350376.02",2021S05075350376.02,"0376.02",0.8583,"35",17,30,2502337,26022852,,"130","130",Milliken,Milliken (130),Not an NIA or Emerging Neighbourhood,NA,17825201
"5350376.02",2021S05075350376.02,"0376.02",0.8583,"35",17,72,2502295,26022810,,"116","116",Steeles,Steeles (116),Emerging Neighbourhood,EN,17825873
"5350322.01",2021S05075350322.01,"0322.01",0.2081,"35",12,11,2502356,26022871,,"152","152",East Willowdale,East Willowdale (152),Not an NIA or Emerging Neighbourhood,NA,17824897
"5350322.01",2021S05075350322.01,"0322.01",0.2081,"35",12,12,2502355,26022870,,"151","151",Yonge-Doris,Yonge-Doris (151),Not an NIA or Emerging Neighbourhood,NA,17824913
"5350322.01",2021S05075350322.01,"0322.01",0.2081,"35",12,134,2502233,26022748,,"050","050",Newtonbrook East,Newtonbrook East (50),Not an NIA or Emerging Neighbourhood,NA,17826865
"5350322.02",2021S05075350322.02,"0322.02",1.4061,"35",21,11,2502356,26022871,,"152","152",East Willowdale,East Willowdale (152),Not an NIA or Emerging Neighbourhood,NA,17824897
"5350322.02",2021S05075350322.02,"0322.02",1.4061,"35",21,133,2502234,26022749,,"052","052",Bayview Village,Bayview Village (52),Not an NIA or Emerging Neighbourhood,NA,17826849
"5350322.02",2021S05075350322.02,"0322.02",1.4061,"35",21,134,2502233,26022748,,"050","050",Newtonbrook East,Newtonbrook East (50),Not an NIA or Emerging Neighbourhood,NA,17826865
"5350322.02",2021S05075350322.02,"0322.02",1.4061,"35",21,135,2502232,26022747,,"049","049",Bayview Woods-Steeles,Bayview Woods-Steeles (49),Not an NIA or Emerging Neighbourhood,NA,17826881
"5350378.25",2021S05075350378.25,"0378.25",4.726,"35",46,17,2502350,26022865,,"146","146",Malvern East,Malvern East (146),Emerging Neighbourhood,EN,17824993
"5350378.25",2021S05075350378.25,"0378.25",4.726,"35",46,18,2502349,26022864,,"145","145",Malvern West,Malvern West (145),Emerging Neighbourhood,EN,17825009
"5350378.25",2021S05075350378.25,"0378.25",4.726,"35",46,19,2502348,26022863,,"144","144",Morningside Heights,Morningside Heights (144),Not an NIA or Emerging Neighbourhood,NA,17825025
"5350378.26",2021S05075350378.26,"0378.26",1.6267,"35",24,19,2502348,26022863,,"144","144",Morningside Heights,Morningside Heights (144),Not an NIA or Emerging Neighbourhood,NA,17825025
"5350378.27",2021S05075350378.27,"0378.27",19.9096,"35",48,17,2502350,26022865,,"146","146",Malvern East,Malvern East (146),Emerging Neighbourhood,EN,17824993
"5350378.27",2021S05075350378.27,"0378.27",19.9096,"35",48,19,2502348,26022863,,"144","144",Morningside Heights,Morningside Heights (144),Not an NIA or Emerging Neighbourhood,NA,17825025
"5350378.27",2021S05075350378.27,"0378.27",19.9096,"35",48,20,2502347,26022862,,"143","143",West Rouge,West Rouge (143),Not an NIA or Emerging Neighbourhood,NA,17825041
"5350378.27",2021S05075350378.27,"0378.27",19.9096,"35",48,28,2502339,26022854,,"134","134",Highland Creek,Highland Creek (134),Not an NIA or Emerging Neighbourhood,NA,17825169
"5350378.28",2021S05075350378.28,"0378.28",2.2278,"35",25,17,2502350,26022865,,"146","146",Malvern East,Malvern East (146),Emerging Neighbourhood,EN,17824993
"5350378.28",2021S05075350378.28,"0378.28",2.2278,"35",25,19,2502348,26022863,,"144","144",Morningside Heights,Morningside Heights (144),Not an NIA or Emerging Neighbourhood,NA,17825025
"5350355.05",2021S05075350355.05,"0355.05",0.3124,"35",12,25,2502342,26022857,,"138","138",Eglinton East,Eglinton East (138),Neighbourhood Improvement Area,NIA,17825121
"5350355.05",2021S05075350355.05,"0355.05",0.3124,"35",12,49,2502318,26022833,,"157","157",Bendale South,Bendale South (157),Not an NIA or Emerging Neighbourhood,NA,17825505
"5350355.06",2021S05075350355.06,"0355.06",0.1918,"35",7,25,2502342,26022857,,"138","138",Eglinton East,Eglinton East (138),Neighbourhood Improvement Area,NIA,17825121
"5350355.06",2021S05075350355.06,"0355.06",0.1918,"35",7,49,2502318,26022833,,"157","157",Bendale South,Bendale South (157),Not an NIA or Emerging Neighbourhood,NA,17825505
"5350337.01",2021S05075350337.01,"0337.01",0.2017,"35",11,36,2502331,26022846,,"123","123",Cliffcrest,Cliffcrest (123),Not an NIA or Emerging Neighbourhood,NA,17825297
"5350337.01",2021S05075350337.01,"0337.01",0.2017,"35",11,37,2502330,26022845,,"122","122",Birchcliffe-Cliffside,Birchcliffe-Cliffside (122),Not an NIA or Emerging Neighbourhood,NA,17825313
"5350337.02",2021S05075350337.02,"0337.02",0.6467,"35",16,36,2502331,26022846,,"123","123",Cliffcrest,Cliffcrest (123),Not an NIA or Emerging Neighbourhood,NA,17825297
"5350337.02",2021S05075350337.02,"0337.02",0.6467,"35",16,37,2502330,26022845,,"122","122",Birchcliffe-Cliffside,Birchcliffe-Cliffside (122),Not an NIA or Emerging Neighbourhood,NA,17825313
"5350260.06",2021S05075350260.06,"0260.06",0.9202,"35",8,109,2502258,26022773,,"044","044",Flemingdon Park,Flemingdon Park (44),Neighbourhood Improvement Area,NIA,17826465
"5350260.06",2021S05075350260.06,"0260.06",0.9202,"35",8,111,2502256,26022771,,"042","042",Banbury-Don Mills,Banbury-Don Mills (42),Not an NIA or Emerging Neighbourhood,NA,17826497
"5350260.06",2021S05075350260.06,"0260.06",0.9202,"35",8,130,2502237,26022752,,"055","055",Thorncliffe Park,Thorncliffe Park (55),Neighbourhood Improvement Area,NIA,17826801
"5350260.07",2021S05075350260.07,"0260.07",0.3446,"35",9,109,2502258,26022773,,"044","044",Flemingdon Park,Flemingdon Park (44),Neighbourhood Improvement Area,NIA,17826465
"5350260.07",2021S05075350260.07,"0260.07",0.3446,"35",9,110,2502257,26022772,,"043","043",Victoria Village,Victoria Village (43),Neighbourhood Improvement Area,NIA,17826481
"5350260.07",2021S05075350260.07,"0260.07",0.3446,"35",9,111,2502256,26022771,,"042","042",Banbury-Don Mills,Banbury-Don Mills (42),Not an NIA or Emerging Neighbourhood,NA,17826497
"5350183.01",2021S05075350183.01,"0183.01",0.5241,"35",25,97,2502270,26022785,,"059","059",Danforth East York,Danforth East York (59),Not an NIA or Emerging Neighbourhood,NA,17826273
